id	name	type	inforUrl
KS1201N5W7VSFRRRSTRK	3Dvia Composer	Hard Skill	https://skills.emsidata.com/skills/KS1201N5W7VSFRRRSTRK
KS1201N73NQ3VPC23ZJ7	3GP (Telecommunication)	Hard Skill	https://skills.emsidata.com/skills/KS1201N73NQ3VPC23ZJ7
KS1201Q6YZG5VR15ZJ0G	3GPP (Telecommunication)	Hard Skill	https://skills.emsidata.com/skills/KS1201Q6YZG5VR15ZJ0G
KS1201Q70VWZPS6KTMFR	3GPP2 (Telecommunication)	Hard Skill	https://skills.emsidata.com/skills/KS1201Q70VWZPS6KTMFR
KSD334WEJF3MR99D2G21	3d Engine	Hard Skill	https://skills.emsidata.com/skills/KSD334WEJF3MR99D2G21
KSSG3YBA1AOX9ZTC9SNX	3d Secure	Hard Skill	https://skills.emsidata.com/skills/KSSG3YBA1AOX9ZTC9SNX
KS7G7CK623H1CJ6F8LQH	3d Solid And Surface Modeling	Hard Skill	https://skills.emsidata.com/skills/KS7G7CK623H1CJ6F8LQH
KS126WT6C4H1F59H558J	4DOS (Command Line Interpreter)	Hard Skill	https://skills.emsidata.com/skills/KS126WT6C4H1F59H558J
KS1201T71H5XS0N73DNT	4Sight	Hard Skill	https://skills.emsidata.com/skills/KS1201T71H5XS0N73DNT
KS4WRJHCU5Y9KS8158VY	4d Database	Hard Skill	https://skills.emsidata.com/skills/KS4WRJHCU5Y9KS8158VY
KS4417K6M0MSRGBX9S1D	50% Tissue Culture Infective Dose (TCID50)	Hard Skill	https://skills.emsidata.com/skills/KS4417K6M0MSRGBX9S1D
KS1201V76VVTC7GSM3PP	529 College Savings Planning	Hard Skill	https://skills.emsidata.com/skills/KS1201V76VVTC7GSM3PP
KS1201W6RWTRK3BBX5R0	56 Kbit/S Modems	Hard Skill	https://skills.emsidata.com/skills/KS1201W6RWTRK3BBX5R0
KS127ZL6WH3Z7831XLPM	64-Bit Power PC Processors	Hard Skill	https://skills.emsidata.com/skills/KS127ZL6WH3Z7831XLPM
KS5YH61VU6MA56ZPER5N	64bit	Hard Skill	https://skills.emsidata.com/skills/KS5YH61VU6MA56ZPER5N
KS1201Y6DQ7VHZD11FTJ	6LoWPAN	Hard Skill	https://skills.emsidata.com/skills/KS1201Y6DQ7VHZD11FTJ
KS1201Z6SW2FKZ55ZX9R	7-Zip	Hard Skill	https://skills.emsidata.com/skills/KS1201Z6SW2FKZ55ZX9R
KS124PQ75DRLM5MNWX42	8 Mm Video Format (Video Storage)	Hard Skill	https://skills.emsidata.com/skills/KS124PQ75DRLM5MNWX42
KS1221D63L0VWGNCP1N0	90nm CMOS	Hard Skill	https://skills.emsidata.com/skills/KS1221D63L0VWGNCP1N0
KS19FJP0CNPJXPM97V7O	960.gs	Hard Skill	https://skills.emsidata.com/skills/KS19FJP0CNPJXPM97V7O
KS1209P6TQKXQ3Z1TSCL	A-Files Accountability And Control Systems	Hard Skill	https://skills.emsidata.com/skills/KS1209P6TQKXQ3Z1TSCL
KS120276F2WTD1S8030J	A/B Testing	Hard Skill	https://skills.emsidata.com/skills/KS120276F2WTD1S8030J
KS1202C675YBHGWX1564	A3 Problem Solving Techniques	Hard Skill	https://skills.emsidata.com/skills/KS1202C675YBHGWX1564
KS1202C6JFLKXGK47XW3	A431 Cells (Cell Lines)	Hard Skill	https://skills.emsidata.com/skills/KS1202C6JFLKXGK47XW3
KS1202F63B7QKT0F54ZC	AAA Protocol (Code Division Multiple Access)	Hard Skill	https://skills.emsidata.com/skills/KS1202F63B7QKT0F54ZC
KS1202F67YRGQMMX7PLF	AAA Server (Authentication Authorization And Accounting)	Hard Skill	https://skills.emsidata.com/skills/KS1202F67YRGQMMX7PLF
KS1202P6J5TD8XJJDTX6	ABC FlowCharter	Hard Skill	https://skills.emsidata.com/skills/KS1202P6J5TD8XJJDTX6
KS1202T6MRMFLV1FKF9N	ABEC Scale	Hard Skill	https://skills.emsidata.com/skills/KS1202T6MRMFLV1FKF9N
KS1202V6WJWVT791L109	ABI Solid Sequencing	Hard Skill	https://skills.emsidata.com/skills/KS1202V6WJWVT791L109
KS1202W662166Q0Q3XM7	ABINIT	Hard Skill	https://skills.emsidata.com/skills/KS1202W662166Q0Q3XM7
KS7G21Y701HRNDL7K2BB	ABL Radiometers	Hard Skill	https://skills.emsidata.com/skills/KS7G21Y701HRNDL7K2BB
KS1202Z6TM7TS40P8G2Z	ABMLI Certified	Certification	https://skills.emsidata.com/skills/KS1202Z6TM7TS40P8G2Z
KS120305VTS9KQX9R6ZV	ABMM Certified	Certification	https://skills.emsidata.com/skills/KS120305VTS9KQX9R6ZV
KS7G22P6T9B338MBV6XT	ABR Routers	Hard Skill	https://skills.emsidata.com/skills/KS7G22P6T9B338MBV6XT
KS123DK6K8J5TYHN78GL	AC Power Plugs And Sockets	Hard Skill	https://skills.emsidata.com/skills/KS123DK6K8J5TYHN78GL
KS120396HN5PR3TZDBX2	AC3D	Hard Skill	https://skills.emsidata.com/skills/KS120396HN5PR3TZDBX2
KS1203971GHQ0WT3QL4C	ACA Instructor Certificate	Certification	https://skills.emsidata.com/skills/KS1203971GHQ0WT3QL4C
KS1203S69HZNSXKGVYHM	ACCOL Workbench	Hard Skill	https://skills.emsidata.com/skills/KS1203S69HZNSXKGVYHM
KS120456MSP4Z4754XJB	ACCP Certified	Certification	https://skills.emsidata.com/skills/KS120456MSP4Z4754XJB
KS1204J761NQL9YYVB5F	ACDSee	Hard Skill	https://skills.emsidata.com/skills/KS1204J761NQL9YYVB5F
KS1204R695DHSTFWLMCB	ACID Pro	Hard Skill	https://skills.emsidata.com/skills/KS1204R695DHSTFWLMCB
KS1204X73GP18ZNVZ5T0	ACL2	Hard Skill	https://skills.emsidata.com/skills/KS1204X73GP18ZNVZ5T0
KS1206N6CM1YXK7R45CT	AD Model Builder (ADMB)	Hard Skill	https://skills.emsidata.com/skills/KS1206N6CM1YXK7R45CT
KS1206267TYTXHMT77TM	ADABAS	Hard Skill	https://skills.emsidata.com/skills/KS1206267TYTXHMT77TM
KS120686DMTSPHYZNFJG	ADATE Systems	Hard Skill	https://skills.emsidata.com/skills/KS120686DMTSPHYZNFJG
KS1206J62C99L94MZ28Q	ADHM Construction	Hard Skill	https://skills.emsidata.com/skills/KS1206J62C99L94MZ28Q
KS1206S5Z55MGLBNNV2Y	ADMS (Software)	Hard Skill	https://skills.emsidata.com/skills/KS1206S5Z55MGLBNNV2Y
KS1206T6DR6QD8JMTQY4	ADO.NET (Programming Language)	Hard Skill	https://skills.emsidata.com/skills/KS1206T6DR6QD8JMTQY4
KS1206T6HNF419WT2HG1	ADO.NET Data Services	Hard Skill	https://skills.emsidata.com/skills/KS1206T6HNF419WT2HG1
KS1207T744VB0726415M	ADODC Class	Hard Skill	https://skills.emsidata.com/skills/KS1207T744VB0726415M
KS1207X64LWTF77RX15S	ADOMD.NET	Hard Skill	https://skills.emsidata.com/skills/KS1207X64LWTF77RX15S
KS1207S774W7GXG0NN38	ADOdb Database Abstraction Library For PHP	Hard Skill	https://skills.emsidata.com/skills/KS1207S774W7GXG0NN38
ES50435CEF185473C55A	ADP Enterprise	Hard Skill	https://skills.emsidata.com/skills/ES50435CEF185473C55A
ES2C5FD4C9D67A0A4942	ADP Reporting	Hard Skill	https://skills.emsidata.com/skills/ES2C5FD4C9D67A0A4942
ES1C15D7D4543868E56E	ADP SmartCompliance	Hard Skill	https://skills.emsidata.com/skills/ES1C15D7D4543868E56E
ES7DCEC0A13385EEAD75	ADP TotalSource	Hard Skill	https://skills.emsidata.com/skills/ES7DCEC0A13385EEAD75
ESEC094F51B4AA2A7452	ADP Vantage	Hard Skill	https://skills.emsidata.com/skills/ESEC094F51B4AA2A7452
ES96C35DE2373F9BEDFD	ADP Workforce Now	Hard Skill	https://skills.emsidata.com/skills/ES96C35DE2373F9BEDFD
KS7G44576GPZ9DFT4D21	ADT Security Services	Hard Skill	https://skills.emsidata.com/skills/KS7G44576GPZ9DFT4D21
KS120946KRL32JDG78CD	AEP Netilla Secure Remote Access (Virtual Private Networks)	Hard Skill	https://skills.emsidata.com/skills/KS120946KRL32JDG78CD
KS1209D705T3KL01NLLW	AERMOD	Hard Skill	https://skills.emsidata.com/skills/KS1209D705T3KL01NLLW
KS1209H79Q68M1DGNLVL	AERONET	Hard Skill	https://skills.emsidata.com/skills/KS1209H79Q68M1DGNLVL
KS1209L6PRPR9P5K1ZRT	AES3	Hard Skill	https://skills.emsidata.com/skills/KS1209L6PRPR9P5K1ZRT
KS1209V5XPN3LCLXZN9C	AFGROW	Hard Skill	https://skills.emsidata.com/skills/KS1209V5XPN3LCLXZN9C
KS1204V7402BGWS8N3HN	AFP Conversion And Indexing Facility (ACIF)	Hard Skill	https://skills.emsidata.com/skills/KS1204V7402BGWS8N3HN
KS120B471RX7V058TYYY	AGFA Impax 6	Hard Skill	https://skills.emsidata.com/skills/KS120B471RX7V058TYYY
KS120B773ZV1BGVMLCR6	AGi32	Hard Skill	https://skills.emsidata.com/skills/KS120B773ZV1BGVMLCR6
KS120CT6H9JD0359XX5L	AISC 360 Specification For Structural Steel Buildings	Hard Skill	https://skills.emsidata.com/skills/KS120CT6H9JD0359XX5L
KS120D06QPFCLR4K20K6	ALA Lighting Specialist Certification	Certification	https://skills.emsidata.com/skills/KS120D06QPFCLR4K20K6
KS120D871VT2YB2V90ZJ	ALGOL (ALGOrithmic Language)	Hard Skill	https://skills.emsidata.com/skills/KS120D871VT2YB2V90ZJ
KS120DQ79BVH8B72PM1Y	ALMSA (Assisted Living Software)	Hard Skill	https://skills.emsidata.com/skills/KS120DQ79BVH8B72PM1Y
KS120F573NR7HPRZCZWM	ALT Linux	Hard Skill	https://skills.emsidata.com/skills/KS120F573NR7HPRZCZWM
KS120F6614RRWRVD93Q6	ALTernate Queueing (ALTQ)	Hard Skill	https://skills.emsidata.com/skills/KS120F6614RRWRVD93Q6
KS120F66K15VYY7T9SH4	ALWD Citation Manual	Hard Skill	https://skills.emsidata.com/skills/KS120F66K15VYY7T9SH4
KS120F76DSHH6JJRLZJV	AMAP	Hard Skill	https://skills.emsidata.com/skills/KS120F76DSHH6JJRLZJV
KS120FY6PQ6S3TPYYBNV	AMD Catalyst	Hard Skill	https://skills.emsidata.com/skills/KS120FY6PQ6S3TPYYBNV
KS120QP646KKKWKL28NF	AMD CrossFireX	Hard Skill	https://skills.emsidata.com/skills/KS120QP646KKKWKL28NF
KS120G060HKMFJ6XW9FK	AME Accounting Software	Hard Skill	https://skills.emsidata.com/skills/KS120G060HKMFJ6XW9FK
KS120G8732XJD6951BT0	AMPAC	Hard Skill	https://skills.emsidata.com/skills/KS120G8732XJD6951BT0
KS120GB5X6TXMRL1RMNF	AMPL	Hard Skill	https://skills.emsidata.com/skills/KS120GB5X6TXMRL1RMNF
KS120GF6V9G5Q8V2JHF3	AMS Device Management	Hard Skill	https://skills.emsidata.com/skills/KS120GF6V9G5Q8V2JHF3
KS7G50L6C94XCNCPVHFR	AMT Asset Management Software	Hard Skill	https://skills.emsidata.com/skills/KS7G50L6C94XCNCPVHFR
KS1267R72H1P0F4J08NQ	AN/PRC-148 Multiband Inter/Intra Team Radio (MBITR)	Hard Skill	https://skills.emsidata.com/skills/KS1267R72H1P0F4J08NQ
KS120GX6ZR3PQRWT4HZ5	ANCC Certified	Certification	https://skills.emsidata.com/skills/KS120GX6ZR3PQRWT4HZ5
KS7G45N6W93XND3CT5YG	ANS SureRemote Service	Hard Skill	https://skills.emsidata.com/skills/KS7G45N6W93XND3CT5YG
KS120HS67929RDK5LFV5	ANSI C	Hard Skill	https://skills.emsidata.com/skills/KS120HS67929RDK5LFV5
KS120HT6MRQ053YRN04Z	ANSI Escape Codes (Computer Standards)	Hard Skill	https://skills.emsidata.com/skills/KS120HT6MRQ053YRN04Z
KS120P36QKS9Q0HT3Y84	ANSI/ASME Y14.1 Standards	Hard Skill	https://skills.emsidata.com/skills/KS120P36QKS9Q0HT3Y84
KS7G1BR6XS3B87GHVMYH	ANSYS Meshing	Hard Skill	https://skills.emsidata.com/skills/KS7G1BR6XS3B87GHVMYH
KS120JB780BFZLM229KT	ANTLR	Hard Skill	https://skills.emsidata.com/skills/KS120JB780BFZLM229KT
KS120JG6KF1PGXQF1LWD	AOLserver	Hard Skill	https://skills.emsidata.com/skills/KS120JG6KF1PGXQF1LWD
KS120JJ69JS4Y7D3GT76	AP Stylebook	Hard Skill	https://skills.emsidata.com/skills/KS120JJ69JS4Y7D3GT76
KS440NJ66PMC7GRTQ5M4	APC Smart-UPS	Hard Skill	https://skills.emsidata.com/skills/KS440NJ66PMC7GRTQ5M4
KS120JQ5XRT24Y2TYJH4	API 570 Piping Inspector Certification	Certification	https://skills.emsidata.com/skills/KS120JQ5XRT24Y2TYJH4
KSS344MJ1FTC11D417OQ	API Design	Hard Skill	https://skills.emsidata.com/skills/KSS344MJ1FTC11D417OQ
KSSJWZXL7CV40W8V1XSG	API Gateway	Hard Skill	https://skills.emsidata.com/skills/KSSJWZXL7CV40W8V1XSG
KSX7P09OI655CWYTVMN8	API Management	Hard Skill	https://skills.emsidata.com/skills/KSX7P09OI655CWYTVMN8
KS1277P692WQKR53ZQ9S	API Oil-Water Separator	Hard Skill	https://skills.emsidata.com/skills/KS1277P692WQKR53ZQ9S
KS120JQ729XXZPNRCDVY	API Writer	Hard Skill	https://skills.emsidata.com/skills/KS120JQ729XXZPNRCDVY
KS122KF6P32HVKQ22H3F	APICS Certified Supply Chain Professional	Certification	https://skills.emsidata.com/skills/KS122KF6P32HVKQ22H3F
KS120276HJHWKR60D4LL	APL (Programming Language)	Hard Skill	https://skills.emsidata.com/skills/KS120276HJHWKR60D4LL
KS120LS6BZQJ38QR16LF	APPX (Runtime Environment)	Hard Skill	https://skills.emsidata.com/skills/KS120LS6BZQJ38QR16LF
KS120LX6BHMSTVNZ05ZS	APache EXtenSion Tool (APXS)	Hard Skill	https://skills.emsidata.com/skills/KS120LX6BHMSTVNZ05ZS
KS120LX703K7L79K0XMF	AQtime	Hard Skill	https://skills.emsidata.com/skills/KS120LX703K7L79K0XMF
KS128J05YWMVDP8ZS3KP	AR System Administration	Hard Skill	https://skills.emsidata.com/skills/KS128J05YWMVDP8ZS3KP
KS120M86T569CQN08FPW	ARC Macro Language	Hard Skill	https://skills.emsidata.com/skills/KS120M86T569CQN08FPW
KS120M96HHK4LRBHK1MK	ARCserve Backup Solutions	Hard Skill	https://skills.emsidata.com/skills/KS120M96HHK4LRBHK1MK
KS120MX71N7VKSBKSTGB	AREMOS	Hard Skill	https://skills.emsidata.com/skills/KS120MX71N7VKSBKSTGB
KS120N160BXHQ7KC0CCN	ARINC Standards	Hard Skill	https://skills.emsidata.com/skills/KS120N160BXHQ7KC0CCN
KS120N35W6P190K9B7YT	ARM Architecture	Hard Skill	https://skills.emsidata.com/skills/KS120N35W6P190K9B7YT
KS120N36W0YXDKXMX65R	ARM Architecture Microprocessors	Hard Skill	https://skills.emsidata.com/skills/KS120N36W0YXDKXMX65R
KS120N360W96BTJHB9J6	ARM Microarchitectures	Hard Skill	https://skills.emsidata.com/skills/KS120N360W96BTJHB9J6
KS120N374GTJHVC7C3HB	ARM7 Architecture	Hard Skill	https://skills.emsidata.com/skills/KS120N374GTJHVC7C3HB
KS120N46X6LFXVZX4PT8	ARM9 Architecture	Hard Skill	https://skills.emsidata.com/skills/KS120N46X6LFXVZX4PT8
KS120N66VXJ87Z96N80S	ARMulator	Hard Skill	https://skills.emsidata.com/skills/KS120N66VXJ87Z96N80S
KS120N675NB786DRM7ZR	ARPACK	Hard Skill	https://skills.emsidata.com/skills/KS120N675NB786DRM7ZR
KS120NR6DY66JRC9JC6F	ARToolKit	Hard Skill	https://skills.emsidata.com/skills/KS120NR6DY66JRC9JC6F
KS120NS7542KRQ27Y9T9	AS2	Hard Skill	https://skills.emsidata.com/skills/KS120NS7542KRQ27Y9T9
KS120NS75WQMM7B20BK4	AS4 Conformance Profile	Hard Skill	https://skills.emsidata.com/skills/KS120NS75WQMM7B20BK4
KS120NW7376VH62F7SZ2	ASARS-2 Radar System	Hard Skill	https://skills.emsidata.com/skills/KS120NW7376VH62F7SZ2
KS120HR68F268R48NN2Q	ASC X12 Standards	Hard Skill	https://skills.emsidata.com/skills/KS120HR68F268R48NN2Q
ES239541A0DA618631E5	ASE Advanced Engine Performance Certification	Certification	https://skills.emsidata.com/skills/ES239541A0DA618631E5
ES6A32C5E73B401844DF	ASE Auto Maintenance And Light Repair Certification	Certification	https://skills.emsidata.com/skills/ES6A32C5E73B401844DF
ESDEBFEDDA6E4F067BA4	ASE Automobile Service Consultant	Certification	https://skills.emsidata.com/skills/ESDEBFEDDA6E4F067BA4
ES5653BEA3D536EEAF9D	ASE Medium-Heavy Truck Certification	Certification	https://skills.emsidata.com/skills/ES5653BEA3D536EEAF9D
ES1AF5FD7C6CC3537D49	ASE Parts Specialist	Certification	https://skills.emsidata.com/skills/ES1AF5FD7C6CC3537D49
KS120P075CPBQKYR3H07	ASIC Programming Language	Hard Skill	https://skills.emsidata.com/skills/KS120P075CPBQKYR3H07
KS1215R6G5DYNSM74PW5	ASME Boiler And Pressure Vessel Code (BPVC)	Hard Skill	https://skills.emsidata.com/skills/KS1215R6G5DYNSM74PW5
KS120P55ZL8G3G62ZZ5R	ASNT Non-Destructive Tester	Certification	https://skills.emsidata.com/skills/KS120P55ZL8G3G62ZZ5R
KS120026VL50QFWT2281	ASP.NET	Hard Skill	https://skills.emsidata.com/skills/KS120026VL50QFWT2281
KS120P56T2RTSC0HS9S8	ASP.NET Extensions For AJAX	Hard Skill	https://skills.emsidata.com/skills/KS120P56T2RTSC0HS9S8
KS120P65YPG6CLW2TL7B	ASP.NET Fundamentals	Hard Skill	https://skills.emsidata.com/skills/KS120P65YPG6CLW2TL7B
KS120P66TSZZ3X8G19X1	ASP.NET MVC Framework	Hard Skill	https://skills.emsidata.com/skills/KS120P66TSZZ3X8G19X1
KS120P96KZSLDQF9YRV0	ASReML	Hard Skill	https://skills.emsidata.com/skills/KS120P96KZSLDQF9YRV0
KS120PZ67ZB2XW1DY35G	ASSR Certified	Certification	https://skills.emsidata.com/skills/KS120PZ67ZB2XW1DY35G
KS120Q26B1BK8HSNBS3L	ASTM B117 - 11 Standard	Hard Skill	https://skills.emsidata.com/skills/KS120Q26B1BK8HSNBS3L
KS120QT68NVV4FNFG21L	AT91SAM (Microcontrollers)	Hard Skill	https://skills.emsidata.com/skills/KS120QT68NVV4FNFG21L
KS120QB76PM2XYHPKK1R	ATA Over Ethernet	Hard Skill	https://skills.emsidata.com/skills/KS120QB76PM2XYHPKK1R
KS120QB77K2SR96QTD07	ATA Packet Interface	Hard Skill	https://skills.emsidata.com/skills/KS120QB77K2SR96QTD07
KS120QQ64GQM67DYJ0N6	ATL Server	Hard Skill	https://skills.emsidata.com/skills/KS120QQ64GQM67DYJ0N6
ES3FE972B564426E4D97	ATLAS.ti (Qualitative Data Analysis Software)	Hard Skill	https://skills.emsidata.com/skills/ES3FE972B564426E4D97
KS1202J6V5TM84R59X89	ATM Adaptation Layer	Hard Skill	https://skills.emsidata.com/skills/KS1202J6V5TM84R59X89
KS1202J6L42RT2WRVST9	ATM Adaptation Layer 1	Hard Skill	https://skills.emsidata.com/skills/KS1202J6L42RT2WRVST9
KS1202J6MV1PJWJTS7XC	ATM Adaptation Layer 2	Hard Skill	https://skills.emsidata.com/skills/KS1202J6MV1PJWJTS7XC
KS1202J6T1T53XPPF6CK	ATM Adaptation Layer 5	Hard Skill	https://skills.emsidata.com/skills/KS1202J6T1T53XPPF6CK
KS120QT623D8TCX7251D	ATM Controllers	Hard Skill	https://skills.emsidata.com/skills/KS120QT623D8TCX7251D
KS128BK6LX63931V6KX0	ATi Radeon R200 Series	Hard Skill	https://skills.emsidata.com/skills/KS128BK6LX63931V6KX0
KS120R46LC57XQ90X95G	ATutor	Hard Skill	https://skills.emsidata.com/skills/KS120R46LC57XQ90X95G
KS120TD6FDZ2X0CD7RJV	AUTomotive Open System Architecture (AUTOSAR)	Hard Skill	https://skills.emsidata.com/skills/KS120TD6FDZ2X0CD7RJV
KS120TQ64NLK30XBJ0GW	AVG (Software)	Hard Skill	https://skills.emsidata.com/skills/KS120TQ64NLK30XBJ0GW
KS121RM60CTV4VXVY7R2	AVIXA Certified Technology Specialist	Certification	https://skills.emsidata.com/skills/KS121RM60CTV4VXVY7R2
KS120TY6VMKTW69X09NF	AVL Tree	Hard Skill	https://skills.emsidata.com/skills/KS120TY6VMKTW69X09NF
KS120V06GJQL0XX9JLS2	AVR32 Microprocessor	Hard Skill	https://skills.emsidata.com/skills/KS120V06GJQL0XX9JLS2
KS120V06RSJYTD3653PQ	AVS Video Editor	Hard Skill	https://skills.emsidata.com/skills/KS120V06RSJYTD3653PQ
KS120V077Q56QZ6HWFGP	AVSnap	Hard Skill	https://skills.emsidata.com/skills/KS120V077Q56QZ6HWFGP
KS120TP63502W6Z88HQR	AVoided Emissions And GeneRation Tool	Hard Skill	https://skills.emsidata.com/skills/KS120TP63502W6Z88HQR
KS120V178L936G0L2P07	AWK (Programming Language)	Hard Skill	https://skills.emsidata.com/skills/KS120V178L936G0L2P07
KSYIJN0ID1F7P2HPDUCJ	AWS CLI (Command Line Interface)	Hard Skill	https://skills.emsidata.com/skills/KSYIJN0ID1F7P2HPDUCJ
